action,id,display_name,canonical_name,muscle,equipment,archetype,cameron_sets,cameron_workouts,last_used,proposed_canonical,notes
hide,seed-Dumbbell_Lying_Supination,,dumbbell lying supination,forearms,dumbbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_One-Arm_Triceps_Extension,,dumbbell one-arm triceps extension,triceps,dumbbell,overhead_triceps_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_One-Arm_Upright_Row,,dumbbell one-arm upright row,shoulders,dumbbell,upright_row,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Prone_Incline_Curl,,dumbbell prone incline curl,biceps,dumbbell,spider_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Raise,,dumbbell raise,shoulders,dumbbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Rear_Lunge,,dumbbell rear lunge,quadriceps,dumbbell,lunge,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Scaption,,dumbbell scaption,shoulders,dumbbell,y_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Seated_Box_Jump,,dumbbell seated box jump,quadriceps,dumbbell,box_jump,0,0,,,niche/unused category
hide,seed-Dumbbell_Seated_One-Leg_Calf_Raise,,dumbbell seated one-leg calf raise,calves,dumbbell,seated_calf_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Side_Bend,,dumbbell side bend,abdominals,dumbbell,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Squat,,dumbbell squat,quadriceps,dumbbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Squat_To_A_Bench,,dumbbell squat to a bench,quadriceps,dumbbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Step_Ups,,dumbbell step ups,quadriceps,dumbbell,step_up,0,0,,,unused by Cameron and not a staple
hide,seed-Dumbbell_Tricep_Extension_-Pronated_Grip,,dumbbell tricep extension -pronated grip,triceps,dumbbell,overhead_triceps_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Dynamic_Back_Stretch,,dynamic back stretch,lats,,squat,0,0,,,stretch/SMR row
hide,seed-Dynamic_Chest_Stretch,,dynamic chest stretch,chest,,push_up,0,0,,,stretch/SMR row
hide,seed-EZ-Bar_Curl,,ez-bar curl,biceps,e-z curl bar,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-EZ-Bar_Skullcrusher,,ez-bar skullcrusher,triceps,e-z curl bar,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Elbow_Circles,,elbow circles,shoulders,,running,0,0,,,stretch/SMR row
hide,seed-Elbow_to_Knee,,elbow to knee,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Elbows_Back,,elbows back,chest,,squat,0,0,,,stretch/SMR row
hide,seed-Elevated_Back_Lunge,,elevated back lunge,quadriceps,barbell,lunge,0,0,,,unused by Cameron and not a staple
hide,seed-Elevated_Cable_Rows,,elevated cable rows,lats,cable,seated_row,0,0,,,unused by Cameron and not a staple
hide,seed-Elliptical_Trainer,,elliptical trainer,quadriceps,machine,elliptical,0,0,,,unused by Cameron and not a staple
hide,seed-Exercise_Ball_Crunch,,exercise ball crunch,abdominals,exercise ball,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Exercise_Ball_Pull-In,,exercise ball pull-in,abdominals,exercise ball,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Extended_Range_One-Arm_Kettlebell_Floor_Press,,extended range one-arm kettlebell floor press,chest,kettlebells,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-External_Rotation,,external rotation,shoulders,dumbbell,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-External_Rotation_with_Band,,external rotation with band,shoulders,bands,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-External_Rotation_with_Cable,,external rotation with cable,shoulders,cable,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Face_Pull,,face pull,shoulders,cable,face_pull,0,0,,,unused by Cameron and not a staple
hide,seed-Farmers_Walk,,farmer's walk,forearms,other,farmers_walk,0,0,,,niche/unused category
hide,seed-Fast_Skipping,,fast skipping,quadriceps,body only,jump_rope,0,0,,,niche/unused category
hide,seed-Finger_Curls,,finger curls,forearms,barbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Flat_Bench_Cable_Flyes,,flat bench cable flyes,chest,cable,chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Flat_Bench_Leg_Pull-In,,flat bench leg pull-in,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Flat_Bench_Lying_Leg_Raise,,flat bench lying leg raise,abdominals,body only,hanging_leg_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Flexor_Incline_Dumbbell_Curls,,flexor incline dumbbell curls,biceps,dumbbell,incline_biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Floor_Glute-Ham_Raise,,floor glute-ham raise,hamstrings,,nordic_hamstring_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Floor_Press,,floor press,triceps,barbell,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Floor_Press_with_Chains,,floor press with chains,triceps,barbell,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Flutter_Kicks,,flutter kicks,glutes,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Foot-SMR,,foot-smr,calves,other,standing_calf_raise,0,0,,,stretch/SMR row
hide,seed-Forward_Drag_with_Press,,forward drag with press,chest,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Frankenstein_Squat,,frankenstein squat,quadriceps,barbell,front_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Freehand_Jump_Squat,,freehand jump squat,quadriceps,body only,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Frog_Hops,,frog hops,quadriceps,,box_jump,0,0,,,stretch/SMR row
hide,seed-Frog_Sit-Ups,,frog sit-ups,abdominals,body only,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Barbell_Squat,,front barbell squat,quadriceps,barbell,front_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Barbell_Squat_To_A_Bench,,front barbell squat to a bench,quadriceps,barbell,front_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Box_Jump,,front box jump,hamstrings,other,box_jump,0,0,,,niche/unused category
hide,seed-Front_Cable_Raise,,front cable raise,shoulders,cable,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Cone_Hops_or_hurdle_hops,,front cone hops (or hurdle hops),quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Front_Dumbbell_Raise,,front dumbbell raise,shoulders,dumbbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Incline_Dumbbell_Raise,,front incline dumbbell raise,shoulders,dumbbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Leg_Raises,,front leg raises,hamstrings,body only,hanging_leg_raise,0,0,,,stretch/SMR row
hide,seed-Front_Plate_Raise,,front plate raise,shoulders,other,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Raise_And_Pullover,,front raise and pullover,chest,barbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Squat_Clean_Grip,,front squat (clean grip),quadriceps,barbell,front_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Squats_With_Two_Kettlebells,,front squats with two kettlebells,quadriceps,kettlebells,front_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Front_Two-Dumbbell_Raise,,front two-dumbbell raise,shoulders,dumbbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Full_Range-Of-Motion_Lat_Pulldown,,full range-of-motion lat pulldown,lats,cable,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Gironda_Sternum_Chins,,gironda sternum chins,lats,other,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-Glute_Ham_Raise,,glute ham raise,hamstrings,machine,nordic_hamstring_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Glute_Kickback,,glute kickback,glutes,body only,cable_kickback,0,0,,,unused by Cameron and not a staple
hide,seed-Goblet_Squat,,goblet squat,quadriceps,kettlebells,goblet_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Good_Morning,,good morning,hamstrings,barbell,good_morning,0,0,,,unused by Cameron and not a staple
hide,seed-Good_Morning_off_Pins,,good morning off pins,hamstrings,barbell,good_morning,0,0,,,unused by Cameron and not a staple
hide,seed-Gorilla_Chin_Crunch,,gorilla chin/crunch,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Groin_and_Back_Stretch,,groin and back stretch,adductors,,squat,0,0,,,stretch/SMR row
hide,seed-Groiners,,groiners,adductors,body only,squat,0,0,,,stretch/SMR row
hide,seed-Hammer_Curls,,hammer curls,biceps,dumbbell,hammer_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Hammer_Grip_Incline_DB_Bench_Press,,hammer grip incline db bench press,chest,dumbbell,incline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Hamstring-SMR,,hamstring-smr,hamstrings,foam roll,lying_leg_curl,0,0,,,stretch/SMR row
hide,seed-Hamstring_Stretch,,hamstring stretch,hamstrings,,lying_leg_curl,0,0,,,stretch/SMR row
hide,seed-Handstand_Push-Ups,,handstand push-ups,shoulders,body only,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Hang_Clean,,hang clean,quadriceps,barbell,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Hang_Clean_-_Below_the_Knees,,hang clean - below the knees,quadriceps,barbell,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Hang_Snatch,,hang snatch,hamstrings,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Hang_Snatch_-_Below_Knees,,hang snatch - below knees,hamstrings,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Hanging_Bar_Good_Morning,,hanging bar good morning,hamstrings,barbell,good_morning,0,0,,,unused by Cameron and not a staple
hide,seed-Hanging_Pike,,hanging pike,abdominals,body only,hanging_leg_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Heaving_Snatch_Balance,,heaving snatch balance,quadriceps,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Heavy_Bag_Thrust,,heavy bag thrust,chest,other,battle_ropes,0,0,,,niche/unused category
hide,seed-High_Cable_Curls,,high cable curls,biceps,cable,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Hip_Circles_prone,,hip circles (prone),abductors,body only,squat,0,0,,,stretch/SMR row
hide,seed-Hip_Extension_with_Bands,,hip extension with bands,glutes,bands,cable_kickback,0,0,,,unused by Cameron and not a staple
hide,seed-Hip_Flexion_with_Band,,hip flexion with band,quadriceps,bands,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Hip_Lift_with_Band,,hip lift with band,glutes,bands,hip_thrust,0,0,,,unused by Cameron and not a staple
hide,seed-Hug_A_Ball,,hug a ball,lower back,exercise ball,squat,0,0,,,stretch/SMR row
hide,seed-Hug_Knees_To_Chest,,hug knees to chest,lower back,,squat,0,0,,,stretch/SMR row
hide,seed-Hurdle_Hops,,hurdle hops,hamstrings,other,box_jump,0,0,,,niche/unused category
hide,seed-Hyperextensions_Back_Extensions,,hyperextensions (back extensions),lower back,other,back_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Hyperextensions_With_No_Hyperextension_Bench,,hyperextensions with no hyperextension bench,lower back,body only,back_extension,0,0,,,unused by Cameron and not a staple
hide,seed-IT_Band_and_Glute_Stretch,,it band and glute stretch,abductors,other,squat,0,0,,,stretch/SMR row
hide,seed-Iliotibial_Tract-SMR,,iliotibial tract-smr,abductors,foam roll,squat,0,0,,,stretch/SMR row
hide,seed-Inchworm,,inchworm,hamstrings,body only,squat,0,0,,,stretch/SMR row
hide,seed-Incline_Barbell_Triceps_Extension,,incline barbell triceps extension,triceps,barbell,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Bench_Pull,,incline bench pull,middle back,barbell,bent_over_row,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Cable_Chest_Press,,incline cable chest press,chest,cable,incline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Cable_Flye,,incline cable flye,chest,cable,incline_chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Dumbbell_Bench_With_Palms_Facing_In,,incline dumbbell bench with palms facing in,chest,dumbbell,incline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Dumbbell_Curl,,incline dumbbell curl,biceps,dumbbell,incline_biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Dumbbell_Flyes,,incline dumbbell flyes,chest,dumbbell,incline_chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Dumbbell_Flyes_-_With_A_Twist,,incline dumbbell flyes - with a twist,chest,dumbbell,incline_chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Dumbbell_Press,,incline dumbbell press,chest,dumbbell,incline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Hammer_Curls,,incline hammer curls,biceps,dumbbell,hammer_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Inner_Biceps_Curl,,incline inner biceps curl,biceps,dumbbell,incline_biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Push-Up,,incline push-up,chest,body only,incline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Push-Up_Close-Grip,,incline push-up close-grip,triceps,body only,incline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Push-Up_Depth_Jump,,incline push-up depth jump,chest,other,incline_push_up,0,0,,,niche/unused category
hide,seed-Incline_Push-Up_Medium,,incline push-up medium,chest,body only,incline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Push-Up_Reverse_Grip,,incline push-up reverse grip,chest,body only,incline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Incline_Push-Up_Wide,,incline push-up wide,chest,body only,incline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Intermediate_Groin_Stretch,,intermediate groin stretch,hamstrings,other,squat,0,0,,,stretch/SMR row
hide,seed-Intermediate_Hip_Flexor_and_Quad_Stretch,,intermediate hip flexor and quad stretch,quadriceps,other,squat,0,0,,,stretch/SMR row
hide,seed-Internal_Rotation_with_Band,,internal rotation with band,shoulders,bands,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Inverted_Row,,inverted row,middle back,,inverted_row,0,0,,,unused by Cameron and not a staple
hide,seed-Inverted_Row_with_Straps,,inverted row with straps,middle back,other,inverted_row,0,0,,,unused by Cameron and not a staple
hide,seed-Iron_Cross,,iron cross,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Iron_Crosses_stretch,,iron crosses (stretch),quadriceps,,squat,0,0,,,stretch/SMR row
hide,seed-Isometric_Chest_Squeezes,,isometric chest squeezes,chest,body only,push_up,0,0,,,niche/unused category
hide,seed-Isometric_Neck_Exercise_-_Front_And_Back,,isometric neck exercise - front and back,neck,body only,neck_exercise,0,0,,,unused by Cameron and not a staple
hide,seed-Isometric_Neck_Exercise_-_Sides,,isometric neck exercise - sides,neck,body only,neck_exercise,0,0,,,unused by Cameron and not a staple
hide,seed-Isometric_Wipers,,isometric wipers,chest,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-JM_Press,,jm press,triceps,barbell,jm_press,0,0,,,unused by Cameron and not a staple
hide,seed-Jackknife_Sit-Up,,jackknife sit-up,abdominals,body only,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Janda_Sit-Up,,janda sit-up,abdominals,body only,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Jefferson_Squats,,jefferson squats,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Jerk_Balance,,jerk balance,shoulders,barbell,clean_and_press,0,0,,,unused by Cameron and not a staple
hide,seed-Jerk_Dip_Squat,,jerk dip squat,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Keg_Load,,keg load,lower back,other,power_clean,0,0,,,niche/unused category
hide,seed-Kettlebell_Arnold_Press,,kettlebell arnold press,shoulders,kettlebells,arnold_press,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Dead_Clean,,kettlebell dead clean,hamstrings,kettlebells,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Figure_8,,kettlebell figure 8,abdominals,kettlebells,kettlebell_swing,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Hang_Clean,,kettlebell hang clean,hamstrings,kettlebells,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_One-Legged_Deadlift,,kettlebell one-legged deadlift,hamstrings,kettlebells,single_leg_rdl,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Pass_Between_The_Legs,,kettlebell pass between the legs,abdominals,kettlebells,kettlebell_swing,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Pirate_Ships,,kettlebell pirate ships,shoulders,kettlebells,kettlebell_swing,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Pistol_Squat,,kettlebell pistol squat,quadriceps,kettlebells,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Seated_Press,,kettlebell seated press,shoulders,kettlebells,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Seesaw_Press,,kettlebell seesaw press,shoulders,kettlebells,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Sumo_High_Pull,,kettlebell sumo high pull,traps,kettlebells,upright_row,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Thruster,,kettlebell thruster,shoulders,kettlebells,thruster,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Turkish_Get-Up_Lunge_style,,kettlebell turkish get-up (lunge style),shoulders,kettlebells,turkish_get_up,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Turkish_Get-Up_Squat_style,,kettlebell turkish get-up (squat style),shoulders,kettlebells,turkish_get_up,0,0,,,unused by Cameron and not a staple
hide,seed-Kettlebell_Windmill,,kettlebell windmill,abdominals,kettlebells,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Kipping_Muscle_Up,,kipping muscle up,lats,other,muscle_up,0,0,,,unused by Cameron and not a staple
hide,seed-Knee_Across_The_Body,,knee across the body,glutes,,squat,0,0,,,stretch/SMR row
hide,seed-Knee_Circles,,knee circles,calves,body only,squat,0,0,,,stretch/SMR row
hide,seed-Knee_Hip_Raise_On_Parallel_Bars,,knee/hip raise on parallel bars,abdominals,other,hanging_leg_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Knee_Tuck_Jump,,knee tuck jump,hamstrings,body only,box_jump,0,0,,,niche/unused category
hide,seed-Kneeling_Arm_Drill,,kneeling arm drill,shoulders,,running,0,0,,,niche/unused category
hide,seed-Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists,,kneeling cable crunch with alternating oblique twists,abdominals,cable,cable_crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Kneeling_Cable_Triceps_Extension,,kneeling cable triceps extension,triceps,cable,triceps_pushdown,0,0,,,unused by Cameron and not a staple
hide,seed-Kneeling_Forearm_Stretch,,kneeling forearm stretch,forearms,,wrist_curl,0,0,,,stretch/SMR row
hide,seed-Kneeling_High_Pulley_Row,,kneeling high pulley row,lats,cable,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Kneeling_Hip_Flexor,,kneeling hip flexor,quadriceps,,squat,0,0,,,stretch/SMR row
hide,seed-Kneeling_Jump_Squat,,kneeling jump squat,glutes,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Kneeling_Single-Arm_High_Pulley_Row,,kneeling single-arm high pulley row,lats,cable,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Kneeling_Squat,,kneeling squat,glutes,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Landmine_180s,,landmine 180's,abdominals,barbell,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Landmine_Linear_Jammer,,landmine linear jammer,shoulders,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Lateral_Bound,,lateral bound,adductors,body only,box_jump,0,0,,,niche/unused category
hide,seed-Lateral_Box_Jump,,lateral box jump,adductors,other,box_jump,0,0,,,niche/unused category
hide,seed-Lateral_Cone_Hops,,lateral cone hops,adductors,other,box_jump,0,0,,,niche/unused category
hide,seed-Lateral_Raise_-_With_Bands,,lateral raise - with bands,shoulders,bands,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Latissimus_Dorsi-SMR,,latissimus dorsi-smr,lats,foam roll,lat_pulldown,0,0,,,stretch/SMR row
hide,seed-Leg-Over_Floor_Press,,leg-over floor press,chest,kettlebells,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Leg-Up_Hamstring_Stretch,,leg-up hamstring stretch,hamstrings,,lying_leg_curl,0,0,,,stretch/SMR row
hide,seed-Leg_Extensions,,leg extensions,quadriceps,machine,leg_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Leg_Lift,,leg lift,glutes,body only,hanging_leg_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Leg_Pull-In,,leg pull-in,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Chest_Press,,leverage chest press,chest,machine,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Deadlift,,leverage deadlift,quadriceps,machine,deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Decline_Chest_Press,,leverage decline chest press,chest,machine,decline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_High_Row,,leverage high row,middle back,machine,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Incline_Chest_Press,,leverage incline chest press,chest,machine,incline_press,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Iso_Row,,leverage iso row,lats,machine,chest_supported_row,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Shoulder_Press,,leverage shoulder press,shoulders,machine,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Leverage_Shrug,,leverage shrug,traps,machine,shrug,0,0,,,unused by Cameron and not a staple
hide,seed-Linear_3-Part_Start_Technique,,linear 3-part start technique,hamstrings,,running,0,0,,,niche/unused category
hide,seed-Linear_Acceleration_Wall_Drill,,linear acceleration wall drill,hamstrings,,running,0,0,,,niche/unused category
hide,seed-Linear_Depth_Jump,,linear depth jump,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Log_Lift,,log lift,shoulders,other,clean_and_press,0,0,,,niche/unused category
hide,seed-London_Bridges,,london bridges,lats,other,hip_thrust,0,0,,,unused by Cameron and not a staple
hide,seed-Looking_At_Ceiling,,looking at ceiling,quadriceps,,neck_exercise,0,0,,,stretch/SMR row
hide,seed-Low_Cable_Crossover,,low cable crossover,chest,cable,chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Low_Pulley_Row_To_Neck,,low pulley row to neck,shoulders,cable,seated_row,0,0,,,unused by Cameron and not a staple
hide,seed-Lower_Back-SMR,,lower back-smr,lower back,foam roll,back_extension,0,0,,,stretch/SMR row
hide,seed-Lower_Back_Curl,,lower back curl,abdominals,body only,back_extension,0,0,,,stretch/SMR row
hide,seed-Lunge_Pass_Through,,lunge pass through,hamstrings,kettlebells,lunge,0,0,,,unused by Cameron and not a staple
hide,seed-Lunge_Sprint,,lunge sprint,quadriceps,machine,running,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Bent_Leg_Groin,,lying bent leg groin,adductors,other,squat,0,0,,,stretch/SMR row
hide,seed-Lying_Cable_Curl,,lying cable curl,biceps,cable,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Cambered_Barbell_Row,,lying cambered barbell row,middle back,barbell,chest_supported_row,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Close-Grip_Bar_Curl_On_High_Pulley,,lying close-grip bar curl on high pulley,biceps,cable,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,,lying close-grip barbell triceps extension behind the head,triceps,barbell,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Close-Grip_Barbell_Triceps_Press_To_Chin,,lying close-grip barbell triceps press to chin,triceps,e-z curl bar,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Crossover,,lying crossover,abductors,body only,squat,0,0,,,stretch/SMR row
hide,seed-Lying_Dumbbell_Tricep_Extension,,lying dumbbell tricep extension,triceps,dumbbell,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Face_Down_Plate_Neck_Resistance,,lying face down plate neck resistance,neck,other,neck_exercise,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Face_Up_Plate_Neck_Resistance,,lying face up plate neck resistance,neck,other,neck_exercise,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Glute,,lying glute,glutes,body only,hip_thrust,0,0,,,stretch/SMR row
hide,seed-Lying_Hamstring,,lying hamstring,hamstrings,other,lying_leg_curl,0,0,,,stretch/SMR row
hide,seed-Lying_High_Bench_Barbell_Curl,,lying high bench barbell curl,biceps,barbell,spider_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Leg_Curls,,lying leg curls,hamstrings,machine,lying_leg_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Machine_Squat,,lying machine squat,quadriceps,machine,leg_press,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_One-Arm_Lateral_Raise,,lying one-arm lateral raise,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Prone_Quadriceps,,lying prone quadriceps,quadriceps,body only,squat,0,0,,,stretch/SMR row
hide,seed-Lying_Rear_Delt_Raise,,lying rear delt raise,shoulders,dumbbell,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Supine_Dumbbell_Curl,,lying supine dumbbell curl,biceps,dumbbell,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Lying_Triceps_Press,,lying triceps press,triceps,e-z curl bar,skullcrusher,0,0,,,unused by Cameron and not a staple
hide,seed-Machine_Bench_Press,,machine bench press,chest,machine,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Machine_Preacher_Curls,,machine preacher curls,biceps,machine,preacher_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Machine_Shoulder_Military_Press,,machine shoulder (military) press,shoulders,machine,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Medicine_Ball_Chest_Pass,,medicine ball chest pass,chest,medicine ball,push_up,0,0,,,niche/unused category
hide,seed-Medicine_Ball_Full_Twist,,medicine ball full twist,abdominals,medicine ball,russian_twist,0,0,,,niche/unused category
hide,seed-Medicine_Ball_Scoop_Throw,,medicine ball scoop throw,shoulders,medicine ball,running,0,0,,,niche/unused category
hide,seed-Middle_Back_Shrug,,middle back shrug,middle back,dumbbell,shrug,0,0,,,unused by Cameron and not a staple
hide,seed-Middle_Back_Stretch,,middle back stretch,middle back,,squat,0,0,,,stretch/SMR row
hide,seed-Mixed_Grip_Chin,,mixed grip chin,middle back,other,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-Monster_Walk,,monster walk,abductors,bands,hip_abduction,0,0,,,unused by Cameron and not a staple
hide,seed-Mountain_Climbers,,mountain climbers,quadriceps,,running,0,0,,,niche/unused category
