action,id,display_name,canonical_name,muscle,equipment,archetype,cameron_sets,cameron_workouts,last_used,proposed_canonical,notes
hide,seed-Moving_Claw_Series,,moving claw series,hamstrings,,running,0,0,,,niche/unused category
hide,seed-Muscle_Snatch,,muscle snatch,hamstrings,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Muscle_Up,,muscle up,lats,other,muscle_up,0,0,,,unused by Cameron and not a staple
hide,seed-Narrow_Stance_Hack_Squats,,narrow stance hack squats,quadriceps,machine,hack_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Narrow_Stance_Leg_Press,,narrow stance leg press,quadriceps,machine,leg_press,0,0,,,unused by Cameron and not a staple
hide,seed-Narrow_Stance_Squats,,narrow stance squats,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Natural_Glute_Ham_Raise,,natural glute ham raise,hamstrings,body only,nordic_hamstring_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Neck-SMR,,neck-smr,neck,other,neck_exercise,0,0,,,stretch/SMR row
hide,seed-Neck_Press,,neck press,chest,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Oblique_Crunches,,oblique crunches,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Oblique_Crunches_-_On_The_Floor,,oblique crunches - on the floor,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Olympic_Squat,,olympic squat,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-On-Your-Back_Quad_Stretch,,on-your-back quad stretch,quadriceps,other,squat,0,0,,,stretch/SMR row
hide,seed-On_Your_Side_Quad_Stretch,,on your side quad stretch,quadriceps,,squat,0,0,,,stretch/SMR row
hide,seed-One-Arm_Dumbbell_Row,,one-arm dumbbell row,middle back,dumbbell,single_arm_row,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Flat_Bench_Dumbbell_Flye,,one-arm flat bench dumbbell flye,chest,dumbbell,chest_fly,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_High-Pulley_Cable_Side_Bends,,one-arm high-pulley cable side bends,abdominals,cable,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Incline_Lateral_Raise,,one-arm incline lateral raise,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Clean,,one-arm kettlebell clean,hamstrings,kettlebells,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Clean_and_Jerk,,one-arm kettlebell clean and jerk,shoulders,kettlebells,clean_and_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Floor_Press,,one-arm kettlebell floor press,chest,kettlebells,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Jerk,,one-arm kettlebell jerk,shoulders,kettlebells,clean_and_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Military_Press_To_The_Side,,one-arm kettlebell military press to the side,shoulders,kettlebells,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Para_Press,,one-arm kettlebell para press,shoulders,kettlebells,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Push_Press,,one-arm kettlebell push press,shoulders,kettlebells,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Row,,one-arm kettlebell row,middle back,kettlebells,single_arm_row,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Snatch,,one-arm kettlebell snatch,shoulders,kettlebells,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Split_Jerk,,one-arm kettlebell split jerk,shoulders,kettlebells,clean_and_press,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Split_Snatch,,one-arm kettlebell split snatch,shoulders,kettlebells,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Kettlebell_Swings,,one-arm kettlebell swings,hamstrings,kettlebells,kettlebell_swing,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Long_Bar_Row,,one-arm long bar row,middle back,barbell,single_arm_row,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Medicine_Ball_Slam,,one-arm medicine ball slam,abdominals,medicine ball,battle_ropes,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Open_Palm_Kettlebell_Clean,,one-arm open palm kettlebell clean,hamstrings,kettlebells,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Overhead_Kettlebell_Squats,,one-arm overhead kettlebell squats,quadriceps,kettlebells,squat,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Side_Deadlift,,one-arm side deadlift,quadriceps,barbell,deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-One-Arm_Side_Laterals,,one-arm side laterals,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-One-Legged_Cable_Kickback,,one-legged cable kickback,glutes,cable,cable_kickback,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Against_Wall,,one arm against wall,lats,,squat,0,0,,,stretch/SMR row
hide,seed-One_Arm_Chin-Up,,one arm chin-up,middle back,other,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Dumbbell_Preacher_Curl,,one arm dumbbell preacher curl,biceps,dumbbell,preacher_curl,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Floor_Press,,one arm floor press,triceps,barbell,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Lat_Pulldown,,one arm lat pulldown,lats,cable,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Pronated_Dumbbell_Triceps_Extension,,one arm pronated dumbbell triceps extension,triceps,dumbbell,overhead_triceps_extension,0,0,,,unused by Cameron and not a staple
hide,seed-One_Arm_Supinated_Dumbbell_Triceps_Extension,,one arm supinated dumbbell triceps extension,triceps,dumbbell,overhead_triceps_extension,0,0,,,unused by Cameron and not a staple
hide,seed-One_Half_Locust,,one half locust,quadriceps,,back_extension,0,0,,,stretch/SMR row
hide,seed-One_Handed_Hang,,one handed hang,lats,other,pull_up,0,0,,,stretch/SMR row
hide,seed-One_Knee_To_Chest,,one knee to chest,glutes,,squat,0,0,,,stretch/SMR row
hide,seed-One_Leg_Barbell_Squat,,one leg barbell squat,quadriceps,barbell,split_squat,0,0,,,unused by Cameron and not a staple
hide,seed-Open_Palm_Kettlebell_Clean,,open palm kettlebell clean,hamstrings,kettlebells,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Otis-Up,,otis-up,abdominals,other,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Overhead_Cable_Curl,,overhead cable curl,biceps,cable,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Overhead_Lat,,overhead lat,lats,other,lat_pulldown,0,0,,,stretch/SMR row
hide,seed-Overhead_Slam,,overhead slam,lats,medicine ball,battle_ropes,0,0,,,niche/unused category
hide,seed-Overhead_Squat,,overhead squat,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Overhead_Stretch,,overhead stretch,abdominals,,squat,0,0,,,stretch/SMR row
hide,seed-Overhead_Triceps,,overhead triceps,triceps,body only,overhead_triceps_extension,0,0,,,stretch/SMR row
hide,seed-Pallof_Press,,pallof press,abdominals,cable,pallof_press,0,0,,,unused by Cameron and not a staple
hide,seed-Pallof_Press_With_Rotation,,pallof press with rotation,abdominals,cable,pallof_press,0,0,,,unused by Cameron and not a staple
hide,seed-Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,,palms-down dumbbell wrist curl over a bench,forearms,dumbbell,reverse_wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Palms-Down_Wrist_Curl_Over_A_Bench,,palms-down wrist curl over a bench,forearms,barbell,reverse_wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,,palms-up barbell wrist curl over a bench,forearms,barbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,,palms-up dumbbell wrist curl over a bench,forearms,dumbbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Parallel_Bar_Dip,,parallel bar dip,triceps,other,chest_dip,0,0,,,unused by Cameron and not a staple
hide,seed-Pelvic_Tilt_Into_Bridge,,pelvic tilt into bridge,lower back,,hip_thrust,0,0,,,stretch/SMR row
hide,seed-Peroneals-SMR,,peroneals-smr,calves,foam roll,standing_calf_raise,0,0,,,stretch/SMR row
hide,seed-Peroneals_Stretch,,peroneals stretch,calves,other,standing_calf_raise,0,0,,,stretch/SMR row
hide,seed-Physioball_Hip_Bridge,,physioball hip bridge,glutes,exercise ball,hip_thrust,0,0,,,unused by Cameron and not a staple
hide,seed-Pin_Presses,,pin presses,triceps,barbell,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Piriformis-SMR,,piriformis-smr,glutes,foam roll,hip_abduction,0,0,,,stretch/SMR row
hide,seed-Plate_Pinch,,plate pinch,forearms,other,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Plate_Twist,,plate twist,abdominals,other,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Platform_Hamstring_Slides,,platform hamstring slides,hamstrings,other,lying_leg_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Plie_Dumbbell_Squat,,plie dumbbell squat,quadriceps,dumbbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Plyo_Kettlebell_Pushups,,plyo kettlebell pushups,chest,kettlebells,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Plyo_Push-up,,plyo push-up,chest,body only,push_up,0,0,,,niche/unused category
hide,seed-Posterior_Tibialis_Stretch,,posterior tibialis stretch,calves,other,standing_calf_raise,0,0,,,stretch/SMR row
hide,seed-Power_Clean,,power clean,hamstrings,barbell,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Clean_from_Blocks,,power clean from blocks,hamstrings,barbell,power_clean,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Jerk,,power jerk,quadriceps,barbell,clean_and_press,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Partials,,power partials,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Snatch,,power snatch,hamstrings,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Snatch_from_Blocks,,power snatch from blocks,quadriceps,barbell,snatch,0,0,,,unused by Cameron and not a staple
hide,seed-Power_Stairs,,power stairs,hamstrings,other,stair_climber,0,0,,,niche/unused category
hide,seed-Preacher_Curl,,preacher curl,biceps,barbell,preacher_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Press_Sit-Up,,press sit-up,abdominals,barbell,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Prone_Manual_Hamstring,,prone manual hamstring,hamstrings,,lying_leg_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Prowler_Sprint,,prowler sprint,hamstrings,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Pull_Through,,pull through,glutes,cable,good_morning,0,0,,,unused by Cameron and not a staple
hide,seed-Pullups,,pullups,lats,body only,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-Push-Up_Wide,,push-up wide,chest,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Push-Ups_-_Close_Triceps_Position,,push-ups - close triceps position,triceps,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Push-Ups_With_Feet_Elevated,,push-ups with feet elevated,chest,body only,decline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Push-Ups_With_Feet_On_An_Exercise_Ball,,push-ups with feet on an exercise ball,chest,exercise ball,decline_push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Push_Press,,push press,shoulders,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Push_Press_-_Behind_the_Neck,,push press - behind the neck,shoulders,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Push_Up_to_Side_Plank,,push up to side plank,chest,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Pushups,,pushups,chest,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Pushups_Close_and_Wide_Hand_Positions,,pushups (close and wide hand positions),chest,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Pyramid,,pyramid,lower back,exercise ball,squat,0,0,,,stretch/SMR row
hide,seed-Quad_Stretch,,quad stretch,quadriceps,other,squat,0,0,,,stretch/SMR row
hide,seed-Quadriceps-SMR,,quadriceps-smr,quadriceps,foam roll,squat,0,0,,,stretch/SMR row
hide,seed-Quick_Leap,,quick leap,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Rack_Delivery,,rack delivery,shoulders,barbell,rack_pull,0,0,,,unused by Cameron and not a staple
hide,seed-Rack_Pull_with_Bands,,rack pull with bands,lower back,barbell,rack_pull,0,0,,,unused by Cameron and not a staple
hide,seed-Rack_Pulls,,rack pulls,lower back,barbell,rack_pull,0,0,,,unused by Cameron and not a staple
hide,seed-Rear_Leg_Raises,,rear leg raises,quadriceps,body only,cable_kickback,0,0,,,stretch/SMR row
hide,seed-Recumbent_Bike,,recumbent bike,quadriceps,machine,cycling,0,0,,,unused by Cameron and not a staple
hide,seed-Return_Push_from_Stance,,return push from stance,shoulders,medicine ball,push_up,0,0,,,niche/unused category
hide,seed-Reverse_Band_Bench_Press,,reverse band bench press,triceps,barbell,bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Band_Box_Squat,,reverse band box squat,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Band_Deadlift,,reverse band deadlift,lower back,barbell,deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Band_Power_Squat,,reverse band power squat,quadriceps,barbell,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Band_Sumo_Deadlift,,reverse band sumo deadlift,hamstrings,barbell,sumo_deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Barbell_Preacher_Curls,,reverse barbell preacher curls,biceps,e-z curl bar,preacher_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Cable_Curl,,reverse cable curl,biceps,cable,reverse_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Crunch,,reverse crunch,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Flyes,,reverse flyes,shoulders,dumbbell,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Flyes_With_External_Rotation,,reverse flyes with external rotation,shoulders,dumbbell,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Grip_Bent-Over_Rows,,reverse grip bent-over rows,middle back,barbell,bent_over_row,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Grip_Triceps_Pushdown,,reverse grip triceps pushdown,triceps,cable,triceps_pushdown,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Hyperextension,,reverse hyperextension,hamstrings,machine,back_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Machine_Flyes,,reverse machine flyes,shoulders,machine,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Plate_Curls,,reverse plate curls,biceps,other,reverse_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Reverse_Triceps_Bench_Press,,reverse triceps bench press,triceps,barbell,close_grip_bench_press,0,0,,,unused by Cameron and not a staple
hide,seed-Rhomboids-SMR,,rhomboids-smr,middle back,foam roll,rear_delt_fly,0,0,,,stretch/SMR row
hide,seed-Rickshaw_Carry,,rickshaw carry,forearms,other,farmers_walk,0,0,,,niche/unused category
hide,seed-Rickshaw_Deadlift,,rickshaw deadlift,quadriceps,other,deadlift,0,0,,,niche/unused category
hide,seed-Ring_Dips,,ring dips,triceps,other,chest_dip,0,0,,,unused by Cameron and not a staple
hide,seed-Rocket_Jump,,rocket jump,quadriceps,body only,box_jump,0,0,,,niche/unused category
hide,seed-Rocking_Standing_Calf_Raise,,rocking standing calf raise,calves,barbell,standing_calf_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Rocky_Pull-Ups_Pulldowns,,rocky pull-ups/pulldowns,lats,other,lat_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Romanian_Deadlift,,romanian deadlift,hamstrings,barbell,romanian_deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-Romanian_Deadlift_from_Deficit,,romanian deadlift from deficit,hamstrings,barbell,romanian_deadlift,0,0,,,unused by Cameron and not a staple
hide,seed-Rope_Climb,,rope climb,lats,other,battle_ropes,0,0,,,unused by Cameron and not a staple
hide,seed-Rope_Crunch,,rope crunch,abdominals,cable,cable_crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Rope_Jumping,,rope jumping,quadriceps,other,jump_rope,0,0,,,unused by Cameron and not a staple
hide,seed-Rope_Straight-Arm_Pulldown,,rope straight-arm pulldown,lats,cable,straight_arm_pulldown,0,0,,,unused by Cameron and not a staple
hide,seed-Round_The_World_Shoulder_Stretch,,round the world shoulder stretch,shoulders,other,lateral_raise,0,0,,,stretch/SMR row
hide,seed-Rowing_Stationary,,"rowing, stationary",quadriceps,machine,rowing,0,0,,,unused by Cameron and not a staple
hide,seed-Runners_Stretch,,runner's stretch,hamstrings,,running,0,0,,,stretch/SMR row
hide,seed-Russian_Twist,,russian twist,abdominals,body only,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Sandbag_Load,,sandbag load,quadriceps,other,power_clean,0,0,,,niche/unused category
hide,seed-Scapular_Pull-Up,,scapular pull-up,traps,,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-Scissor_Kick,,scissor kick,abdominals,body only,crunch,0,0,,,stretch/SMR row
hide,seed-Scissors_Jump,,scissors jump,quadriceps,body only,box_jump,0,0,,,niche/unused category
hide,seed-Seated_Band_Hamstring_Curl,,seated band hamstring curl,hamstrings,other,seated_leg_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Barbell_Military_Press,,seated barbell military press,shoulders,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Barbell_Twist,,seated barbell twist,abdominals,barbell,russian_twist,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,,seated bent-over one-arm dumbbell triceps extension,triceps,dumbbell,triceps_kickback,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Bent-Over_Rear_Delt_Raise,,seated bent-over rear delt raise,shoulders,dumbbell,rear_delt_fly,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,,seated bent-over two-arm dumbbell triceps extension,triceps,dumbbell,triceps_kickback,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Biceps,,seated biceps,biceps,body only,biceps_curl,0,0,,,stretch/SMR row
hide,seed-Seated_Cable_Rows,,seated cable rows,middle back,cable,seated_row,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Cable_Shoulder_Press,,seated cable shoulder press,shoulders,cable,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Calf_Stretch,,seated calf stretch,calves,,seated_calf_raise,0,0,,,stretch/SMR row
hide,seed-Seated_Close-Grip_Concentration_Barbell_Curl,,seated close-grip concentration barbell curl,biceps,barbell,concentration_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Dumbbell_Curl,,seated dumbbell curl,biceps,dumbbell,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Dumbbell_Inner_Biceps_Curl,,seated dumbbell inner biceps curl,biceps,dumbbell,biceps_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Dumbbell_Palms-Down_Wrist_Curl,,seated dumbbell palms-down wrist curl,forearms,dumbbell,reverse_wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Dumbbell_Palms-Up_Wrist_Curl,,seated dumbbell palms-up wrist curl,forearms,dumbbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Dumbbell_Press,,seated dumbbell press,shoulders,dumbbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Flat_Bench_Leg_Pull-In,,seated flat bench leg pull-in,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Floor_Hamstring_Stretch,,seated floor hamstring stretch,hamstrings,,seated_leg_curl,0,0,,,stretch/SMR row
hide,seed-Seated_Front_Deltoid,,seated front deltoid,shoulders,body only,front_raise,0,0,,,stretch/SMR row
hide,seed-Seated_Glute,,seated glute,glutes,body only,hip_thrust,0,0,,,stretch/SMR row
hide,seed-Seated_Good_Mornings,,seated good mornings,lower back,barbell,good_morning,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Hamstring,,seated hamstring,hamstrings,,seated_leg_curl,0,0,,,stretch/SMR row
hide,seed-Seated_Hamstring_and_Calf_Stretch,,seated hamstring and calf stretch,hamstrings,other,seated_leg_curl,0,0,,,stretch/SMR row
hide,seed-Seated_Head_Harness_Neck_Resistance,,seated head harness neck resistance,neck,other,neck_exercise,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Leg_Tucks,,seated leg tucks,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,,seated one-arm dumbbell palms-up wrist curl,forearms,dumbbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_One-arm_Cable_Pulley_Rows,,seated one-arm cable pulley rows,middle back,cable,seated_row,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Overhead_Stretch,,seated overhead stretch,abdominals,,shoulder_press,0,0,,,stretch/SMR row
hide,seed-Seated_Palm-Up_Barbell_Wrist_Curl,,seated palm-up barbell wrist curl,forearms,barbell,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Palms-Down_Barbell_Wrist_Curl,,seated palms-down barbell wrist curl,forearms,barbell,reverse_wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Side_Lateral_Raise,,seated side lateral raise,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Triceps_Press,,seated triceps press,triceps,dumbbell,overhead_triceps_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,,seated two-arm palms-up low-pulley wrist curl,forearms,cable,wrist_curl,0,0,,,unused by Cameron and not a staple
hide,seed-See-Saw_Press_Alternating_Side_Press,,see-saw press (alternating side press),shoulders,dumbbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Shotgun_Row,,shotgun row,lats,cable,single_arm_row,0,0,,,unused by Cameron and not a staple
hide,seed-Shoulder_Circles,,shoulder circles,shoulders,,lateral_raise,0,0,,,stretch/SMR row
hide,seed-Shoulder_Press_-_With_Bands,,shoulder press - with bands,shoulders,bands,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Shoulder_Raise,,shoulder raise,shoulders,,lateral_raise,0,0,,,stretch/SMR row
hide,seed-Shoulder_Stretch,,shoulder stretch,shoulders,,lateral_raise,0,0,,,stretch/SMR row
hide,seed-Side-Lying_Floor_Stretch,,side-lying floor stretch,lats,,squat,0,0,,,stretch/SMR row
hide,seed-Side_Bridge,,side bridge,abdominals,body only,side_plank,0,0,,,unused by Cameron and not a staple
hide,seed-Side_Hop-Sprint,,side hop-sprint,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Side_Jackknife,,side jackknife,abdominals,body only,crunch,0,0,,,unused by Cameron and not a staple
hide,seed-Side_Lateral_Raise,,side lateral raise,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Side_Laterals_to_Front_Raise,,side laterals to front raise,shoulders,dumbbell,lateral_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Side_Leg_Raises,,side leg raises,adductors,body only,hip_abduction,0,0,,,stretch/SMR row
hide,seed-Side_Lying_Groin_Stretch,,side lying groin stretch,adductors,,hip_adduction,0,0,,,stretch/SMR row
hide,seed-Side_Neck_Stretch,,side neck stretch,neck,,neck_exercise,0,0,,,stretch/SMR row
hide,seed-Side_Standing_Long_Jump,,side standing long jump,quadriceps,,box_jump,0,0,,,niche/unused category
hide,seed-Side_To_Side_Chins,,side to side chins,lats,other,pull_up,0,0,,,unused by Cameron and not a staple
hide,seed-Side_Wrist_Pull,,side wrist pull,shoulders,,wrist_curl,0,0,,,stretch/SMR row
hide,seed-Side_to_Side_Box_Shuffle,,side to side box shuffle,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Single-Arm_Linear_Jammer,,single-arm linear jammer,shoulders,barbell,shoulder_press,0,0,,,unused by Cameron and not a staple
hide,seed-Single-Arm_Push-Up,,single-arm push-up,chest,body only,push_up,0,0,,,unused by Cameron and not a staple
hide,seed-Single-Cone_Sprint_Drill,,single-cone sprint drill,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Single-Leg_High_Box_Squat,,single-leg high box squat,quadriceps,other,squat,0,0,,,unused by Cameron and not a staple
hide,seed-Single-Leg_Hop_Progression,,single-leg hop progression,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Single-Leg_Lateral_Hop,,single-leg lateral hop,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Single-Leg_Leg_Extension,,single-leg leg extension,quadriceps,machine,leg_extension,0,0,,,unused by Cameron and not a staple
hide,seed-Single-Leg_Stride_Jump,,single-leg stride jump,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Single_Dumbbell_Raise,,single dumbbell raise,shoulders,dumbbell,front_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Single_Leg_Butt_Kick,,single leg butt kick,quadriceps,body only,lying_leg_curl,0,0,,,niche/unused category
hide,seed-Single_Leg_Glute_Bridge,,single leg glute bridge,glutes,body only,hip_thrust,0,0,,,unused by Cameron and not a staple
hide,seed-Single_Leg_Push-off,,single leg push-off,quadriceps,other,box_jump,0,0,,,niche/unused category
hide,seed-Sit-Up,,sit-up,abdominals,body only,sit_up,0,0,,,unused by Cameron and not a staple
hide,seed-Sit_Squats,,sit squats,quadriceps,,squat,0,0,,,stretch/SMR row
hide,seed-Skating,,skating,quadriceps,other,running,0,0,,,unused by Cameron and not a staple
hide,seed-Sled_Drag_-_Harness,,sled drag - harness,quadriceps,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sled_Overhead_Backward_Walk,,sled overhead backward walk,shoulders,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sled_Overhead_Triceps_Extension,,sled overhead triceps extension,triceps,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sled_Push,,sled push,quadriceps,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sled_Reverse_Flye,,sled reverse flye,shoulders,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sled_Row,,sled row,middle back,other,sled_push_pull,0,0,,,niche/unused category
hide,seed-Sledgehammer_Swings,,sledgehammer swings,abdominals,other,battle_ropes,0,0,,,niche/unused category
hide,seed-Smith_Incline_Shoulder_Raise,,smith incline shoulder raise,shoulders,barbell,y_raise,0,0,,,unused by Cameron and not a staple
hide,seed-Smith_Machine_Behind_the_Back_Shrug,,smith machine behind the back shrug,traps,machine,shrug,0,0,,,unused by Cameron and not a staple
